"country	country_code	ETS information	main activity sector name	unit	value	year"
"Austria	AT	2. Verified emissions	29 Production of cement clinker	tonne of CO2 equ.	3240717	2007"
"Austria	AT	2. Verified emissions	29 Production of cement clinker	tonne of CO2 equ.	3220815	2008"
"Austria	AT	4. Total surrendered units	29 Production of cement clinker	tonne of CO2 equ.	2442189	2010"
"Austria	AT	4. Total surrendered units	29 Production of cement clinker	tonne of CO2 equ.	2561990	2017"
"Austria	AT	4. Total surrendered units	29 Production of cement clinker	tonne of CO2 equ.	2730619	2018"
"Austria	AT	1.1 Freely allocated allowances	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	1320288	2007"
"Austria	AT	1.1.1 Free allocation to existing entities (Art. 10a(1))	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	1320288	2005"
"Austria	AT	1.1.1 Free allocation to existing entities (Art. 10a(1))	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	1158871	2008"
"Austria	AT	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	71998	2016"
"Austria	AT	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	67722	2019"
"Austria	AT	4. Total surrendered units	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	963969	2009"
"Austria	AT	4.2 Surrendered certified emission reductions (CERs)	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	0	2006"
"Austria	AT	4.3 Surrendered emission reduction units (ERUs)	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	0	2005"
"Austria	AT	4. Total surrendered units	22  Production of coke	tonne of CO2 equ.	1199630	2006"
"Austria	AT	4. Total surrendered units	22  Production of coke	tonne of CO2 equ.	626564	2009"
"Austria	AT	4.1 Surrendered EU allowances (EUAs and EUAAs)	22  Production of coke	tonne of CO2 equ.	1096690	2007"
"Austria	AT	4.1 Surrendered EU allowances (EUAs and EUAAs)	22  Production of coke	tonne of CO2 equ.	914453	2008"
"Austria	AT	4.3 Surrendered emission reduction units (ERUs)	22  Production of coke	tonne of CO2 equ.	492881	2012"
"Austria	AT	1.1.1 Free allocation to existing entities (Art. 10a(1))	24  Production of pig iron or steel	tonne of CO2 equ.	6869261	2005"
"Austria	AT	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	24  Production of pig iron or steel	tonne of CO2 equ.	0	2019"
"Austria	AT	2. Verified emissions	24  Production of pig iron or steel	tonne of CO2 equ.	11615716	2016"
"Germany	DE	2. Verified emissions	31 Manufacture of glass	tonne of CO2 equ.	26355879	Total 3rd trading period (13-20)"
"Germany	DE	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	34 Production or processing of gypsum or plasterboard	tonne of CO2 equ.	0	Total 3rd trading period (13-20)"
"Germany	DE	1.1 Freely allocated allowances	38 Production of nitric acid	tonne of CO2 equ.	5589598	Total 3rd trading period (13-20)"
"Germany	DE	4. Total surrendered units	33 Manufacture of mineral wool	tonne of CO2 equ.	2584859	Total 3rd trading period (13-20)"
"Germany	DE	1.1.3 Free allocation for modernisation of electricity generation (Art. 10c)	38 Production of nitric acid	tonne of CO2 equ.	0	Total 3rd trading period (13-20)"
"Germany	DE	1.1.3 Free allocation for modernisation of electricity generation (Art. 10c)	99 Other activity opted-in under Art. 24	tonne of CO2 equ.	0	Total 3rd trading period (13-20)"
"Latvia	LV	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	32 Manufacture of ceramics	tonne of CO2 equ.	0	Total 3rd trading period (13-20)"
"Netherlands	NL	1.1 Freely allocated allowances	24  Production of pig iron or steel	tonne of CO2 equ.	80877544	Total 3rd trading period (13-20)"
"Germany	DE	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	44 Production of soda ash and sodium bicarbonate	tonne of CO2 equ.	0	Total 3rd trading period (13-20)"
"Denmark	DK	1.1.1 Free allocation to existing entities (Art. 10a(1))	10 Aviation	tonne of CO2 equ.	2821333	Total 3rd trading period (13-20)"
"Denmark	DK	1.1 Freely allocated allowances	20 Combustion of fuels	tonne of CO2 equ.	48365508	Total 3rd trading period (13-20)"
"Denmark	DK	1.1.1 Free allocation to existing entities (Art. 10a(1))	20-99 All stationary installations	tonne of CO2 equ.	71414167	Total 3rd trading period (13-20)"
"Denmark	DK	1.1.3 Free allocation for modernisation of electricity generation (Art. 10c)	29 Production of cement clinker	tonne of CO2 equ.	0	Total 3rd trading period (13-20)"
"Denmark	DK	4. Total surrendered units	31 Manufacture of glass	tonne of CO2 equ.	458715	Total 3rd trading period (13-20)"
"Hungary	HU	4. Total surrendered units	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	1501575	Total 3rd trading period (13-20)"
"Hungary	HU	1.1 Freely allocated allowances	32 Manufacture of ceramics	tonne of CO2 equ.	2111313	Total 3rd trading period (13-20)"
"Hungary	HU	2. Verified emissions	32 Manufacture of ceramics	tonne of CO2 equ.	2018050	Total 3rd trading period (13-20)"
"Hungary	HU	1.1.1 Free allocation to existing entities (Art. 10a(1))	42 Production of bulk chemicals	tonne of CO2 equ.	8198035	Total 3rd trading period (13-20)"
"Ireland	IE	4. Total surrendered units	10 Aviation	tonne of CO2 equ.	71143130	Total 3rd trading period (13-20)"
"Ireland	IE	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	21  Refining of mineral oil	tonne of CO2 equ.	0	Total 3rd trading period (13-20)"
"Ireland	IE	4. Total surrendered units	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	22394065	Total 3rd trading period (13-20)"
"Poland	PL	4. Total surrendered units	24  Production of pig iron or steel	tonne of CO2 equ.	26271066	Total 3rd trading period (13-20)"
"Poland	PL	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	28 Production or processing of non-ferrous metals	tonne of CO2 equ.	1570481	Total 3rd trading period (13-20)"
"Poland	PL	1.1.1 Free allocation to existing entities (Art. 10a(1))	29 Production of cement clinker	tonne of CO2 equ.	68352665	Total 3rd trading period (13-20)"
"Germany	DE	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	41 Production of ammonia	tonne of CO2 equ.	279267	Total 3rd trading period (13-20)"
"Germany	DE	1.1 Freely allocated allowances	42 Production of bulk chemicals	tonne of CO2 equ.	73934214	Total 3rd trading period (13-20)"
"Germany	DE	1.1.1 Free allocation to existing entities (Art. 10a(1))	44 Production of soda ash and sodium bicarbonate	tonne of CO2 equ.	8454384	Total 3rd trading period (13-20)"
"Germany	DE	1.1.3 Free allocation for modernisation of electricity generation (Art. 10c)	44 Production of soda ash and sodium bicarbonate	tonne of CO2 equ.	0	Total 3rd trading period (13-20)"
"Denmark	DK	1.1.3 Free allocation for modernisation of electricity generation (Art. 10c)	20 Combustion of fuels	tonne of CO2 equ.	0	Total 3rd trading period (13-20)"
"Denmark	DK	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	20 Combustion of fuels	tonne of CO2 equ.	931815	Total 3rd trading period (13-20)"
"Denmark	DK	1.3 Allowances auctioned or sold (EUAs and EUAAs)	20-99 All stationary installations	tonne of CO2 equ.	70956500	Total 3rd trading period (13-20)"
"Slovenia	SI	1.1.1 Free allocation to existing entities (Art. 10a(1))	31 Manufacture of glass	tonne of CO2 equ.	425338	Total 3rd trading period (13-20)"
"Slovenia	SI	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	33 Manufacture of mineral wool	tonne of CO2 equ.	17554	Total 3rd trading period (13-20)"
"Slovenia	SI	1.1 Freely allocated allowances	43 Production of hydrogen and synthesis gas	tonne of CO2 equ.	47981	Total 3rd trading period (13-20)"
"Slovakia	SK	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	10 Aviation	tonne of CO2 equ.	0	Total 3rd trading period (13-20)"
"Slovakia	SK	1.1.1 Free allocation to existing entities (Art. 10a(1))	20 Combustion of fuels	tonne of CO2 equ.	13809295	Total 3rd trading period (13-20)"
"Slovakia	SK	1.1.3 Free allocation for modernisation of electricity generation (Art. 10c)	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	0	Total 3rd trading period (13-20)"
"Slovakia	SK	2. Verified emissions	26 Production of primary aluminium	tonne of CO2 equ.	2078057	Total 3rd trading period (13-20)"
"Slovakia	SK	1.1 Freely allocated allowances	28 Production or processing of non-ferrous metals	tonne of CO2 equ.	1928494	Total 3rd trading period (13-20)"
"Latvia	LV	1.1.3 Free allocation for modernisation of electricity generation (Art. 10c)	24  Production of pig iron or steel	tonne of CO2 equ.	0	2014"
"Latvia	LV	1.1.3 Free allocation for modernisation of electricity generation (Art. 10c)	24  Production of pig iron or steel	tonne of CO2 equ.	0	2015"
"Latvia	LV	4. Total surrendered units	24  Production of pig iron or steel	tonne of CO2 equ.	2399	2016"
"Latvia	LV	4. Total surrendered units	24  Production of pig iron or steel	tonne of CO2 equ.	1	2019"
"Latvia	LV	1.1 Freely allocated allowances	29 Production of cement clinker	tonne of CO2 equ.	1089162	2009"
"Latvia	LV	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	29 Production of cement clinker	tonne of CO2 equ.	0	2017"
"Latvia	LV	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	29 Production of cement clinker	tonne of CO2 equ.	0	2018"
"Latvia	LV	2. Verified emissions	29 Production of cement clinker	tonne of CO2 equ.	670134	2010"
"Latvia	LV	4.2 Surrendered certified emission reductions (CERs)	29 Production of cement clinker	tonne of CO2 equ.	0	2006"
"Latvia	LV	4.2 Surrendered certified emission reductions (CERs)	29 Production of cement clinker	tonne of CO2 equ.	0	2009"
"Latvia	LV	4.2 Surrendered certified emission reductions (CERs)	29 Production of cement clinker	tonne of CO2 equ.	0	2011"
"Latvia	LV	1.1 Freely allocated allowances	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	187547	2011"
"Latvia	LV	1.1.1 Free allocation to existing entities (Art. 10a(1))	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	3653	2013"
"Latvia	LV	1.1.1 Free allocation to existing entities (Art. 10a(1))	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	2776	2017"
"Latvia	LV	1.1.1 Free allocation to existing entities (Art. 10a(1))	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	2721	2018"
"Latvia	LV	2. Verified emissions	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	5759	2006"
"Latvia	LV	4. Total surrendered units	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	6223	2005"
"Latvia	LV	4.2 Surrendered certified emission reductions (CERs)	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	0	2007"
"Latvia	LV	4.2 Surrendered certified emission reductions (CERs)	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	0	2008"
"Latvia	LV	4.3 Surrendered emission reduction units (ERUs)	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	0	2005"
"Latvia	LV	1.1 Freely allocated allowances	31 Manufacture of glass	tonne of CO2 equ.	85352	2005"
"Latvia	LV	2. Verified emissions	31 Manufacture of glass	tonne of CO2 equ.	26020	2011"
"Latvia	LV	2. Verified emissions	31 Manufacture of glass	tonne of CO2 equ.	27520	2012"
"Latvia	LV	4.1 Surrendered EU allowances (EUAs and EUAAs)	31 Manufacture of glass	tonne of CO2 equ.	0	2009"
"Latvia	LV	1.1.1 Free allocation to existing entities (Art. 10a(1))	32 Manufacture of ceramics	tonne of CO2 equ.	112771	2007"
"Latvia	LV	1.1.1 Free allocation to existing entities (Art. 10a(1))	32 Manufacture of ceramics	tonne of CO2 equ.	92254	2008"
"Latvia	LV	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	32 Manufacture of ceramics	tonne of CO2 equ.	0	2016"
"Latvia	LV	4. Total surrendered units	32 Manufacture of ceramics	tonne of CO2 equ.	25412	2013"
"Latvia	LV	4. Total surrendered units	32 Manufacture of ceramics	tonne of CO2 equ.	32636	2017"
"Latvia	LV	4. Total surrendered units	32 Manufacture of ceramics	tonne of CO2 equ.	33601	2018"
"Latvia	LV	4.1 Surrendered EU allowances (EUAs and EUAAs)	32 Manufacture of ceramics	tonne of CO2 equ.	9045	2011"
"Latvia	LV	4.1 Surrendered EU allowances (EUAs and EUAAs)	32 Manufacture of ceramics	tonne of CO2 equ.	18697	2012"
"France	FR	2. Verified emissions	32 Manufacture of ceramics	tonne of CO2 equ.	1026130	2006"
"France	FR	2. Verified emissions	32 Manufacture of ceramics	tonne of CO2 equ.	737198	2009"
"France	FR	4. Total surrendered units	32 Manufacture of ceramics	tonne of CO2 equ.	1024844	2007"
"France	FR	4.2 Surrendered certified emission reductions (CERs)	32 Manufacture of ceramics	tonne of CO2 equ.	76424	2011"
"France	FR	4.2 Surrendered certified emission reductions (CERs)	32 Manufacture of ceramics	tonne of CO2 equ.	108426	2012"
"France	FR	4. Total surrendered units	33 Manufacture of mineral wool	tonne of CO2 equ.	129208	2013"
"France	FR	4. Total surrendered units	33 Manufacture of mineral wool	tonne of CO2 equ.	126195	2014"
"France	FR	4. Total surrendered units	33 Manufacture of mineral wool	tonne of CO2 equ.	144552	2018"
"France	FR	4.2 Surrendered certified emission reductions (CERs)	33 Manufacture of mineral wool	tonne of CO2 equ.	0	2010"
"France	FR	4.2 Surrendered certified emission reductions (CERs)	34 Production or processing of gypsum or plasterboard	tonne of CO2 equ.	0	2006"
"France	FR	1.1.3 Free allocation for modernisation of electricity generation (Art. 10c)	35 Production of pulp	tonne of CO2 equ.	0	2019"
"France	FR	4. Total surrendered units	35 Production of pulp	tonne of CO2 equ.	1862141	2009"
"France	FR	4.1 Surrendered EU allowances (EUAs and EUAAs)	35 Production of pulp	tonne of CO2 equ.	1677796	2010"
"France	FR	1.1 Freely allocated allowances	36 Production of paper or cardboard	tonne of CO2 equ.	1604064	2006"
"France	FR	1.1 Freely allocated allowances	36 Production of paper or cardboard	tonne of CO2 equ.	949110	2009"
"France	FR	1.1.1 Free allocation to existing entities (Art. 10a(1))	36 Production of paper or cardboard	tonne of CO2 equ.	1439523	2007"
"Austria	AT	2. Verified emissions	24  Production of pig iron or steel	tonne of CO2 equ.	11852236	2019"
"Austria	AT	4.3 Surrendered emission reduction units (ERUs)	24  Production of pig iron or steel	tonne of CO2 equ.	0	2006"
"Austria	AT	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	25 Production or processing of ferrous metals	tonne of CO2 equ.	0	2019"
"Austria	AT	2. Verified emissions	25 Production or processing of ferrous metals	tonne of CO2 equ.	183477	2016"
"Austria	AT	4.3 Surrendered emission reduction units (ERUs)	25 Production or processing of ferrous metals	tonne of CO2 equ.	0	2006"
"Austria	AT	4.2 Surrendered certified emission reductions (CERs)	27 Production of secondary aluminium	tonne of CO2 equ.	0	2007"
"Austria	AT	4.2 Surrendered certified emission reductions (CERs)	27 Production of secondary aluminium	tonne of CO2 equ.	0	2008"
"Austria	AT	1.1.1 Free allocation to existing entities (Art. 10a(1))	28 Production or processing of non-ferrous metals	tonne of CO2 equ.	47586	2013"
"Austria	AT	1.1.1 Free allocation to existing entities (Art. 10a(1))	28 Production or processing of non-ferrous metals	tonne of CO2 equ.	46759	2014"
"Austria	AT	1.1.1 Free allocation to existing entities (Art. 10a(1))	28 Production or processing of non-ferrous metals	tonne of CO2 equ.	45923	2015"
"Austria	AT	1.1 Freely allocated allowances	29 Production of cement clinker	tonne of CO2 equ.	2887067	2011"
"Austria	AT	1.1 Freely allocated allowances	29 Production of cement clinker	tonne of CO2 equ.	2944955	2012"
"Austria	AT	2. Verified emissions	29 Production of cement clinker	tonne of CO2 equ.	2493893	2012"
"Austria	AT	4.2 Surrendered certified emission reductions (CERs)	29 Production of cement clinker	tonne of CO2 equ.	74697	2008"
"Austria	AT	1.1 Freely allocated allowances	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	1158871	2008"
"Austria	AT	1.1.1 Free allocation to existing entities (Art. 10a(1))	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	1320288	2007"
"Austria	AT	2. Verified emissions	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	1206196	2005"
"Austria	AT	4.1 Surrendered EU allowances (EUAs and EUAAs)	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	1141720	2006"
"Austria	AT	4.3 Surrendered emission reduction units (ERUs)	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	0	2010"
"Austria	AT	1.1.1 Free allocation to existing entities (Art. 10a(1))	31 Manufacture of glass	tonne of CO2 equ.	163592	2019"
"Austria	AT	4. Total surrendered units	31 Manufacture of glass	tonne of CO2 equ.	210923	2010"
"Austria	AT	4. Total surrendered units	31 Manufacture of glass	tonne of CO2 equ.	190013	2017"
"Austria	AT	4. Total surrendered units	31 Manufacture of glass	tonne of CO2 equ.	186958	2018"
"Austria	AT	4.1 Surrendered EU allowances (EUAs and EUAAs)	31 Manufacture of glass	tonne of CO2 equ.	191459	2011"
"Austria	AT	4.1 Surrendered EU allowances (EUAs and EUAAs)	31 Manufacture of glass	tonne of CO2 equ.	158960	2012"
"Austria	AT	1.1 Freely allocated allowances	32 Manufacture of ceramics	tonne of CO2 equ.	505125	2010"
"Austria	AT	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	32 Manufacture of ceramics	tonne of CO2 equ.	0	2013"
"Austria	AT	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	32 Manufacture of ceramics	tonne of CO2 equ.	0	2014"
"Austria	AT	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	32 Manufacture of ceramics	tonne of CO2 equ.	0	2015"
"Austria	AT	2. Verified emissions	32 Manufacture of ceramics	tonne of CO2 equ.	365075	2010"
"Austria	AT	2. Verified emissions	32 Manufacture of ceramics	tonne of CO2 equ.	357113	2017"
"Austria	AT	2. Verified emissions	32 Manufacture of ceramics	tonne of CO2 equ.	373511	2018"
"Austria	AT	4.1 Surrendered EU allowances (EUAs and EUAAs)	32 Manufacture of ceramics	tonne of CO2 equ.	462774	2005"
"Austria	AT	4.2 Surrendered certified emission reductions (CERs)	32 Manufacture of ceramics	tonne of CO2 equ.	0	2006"
"Austria	AT	4.3 Surrendered emission reduction units (ERUs)	32 Manufacture of ceramics	tonne of CO2 equ.	0	2007"
"Austria	AT	4.3 Surrendered emission reduction units (ERUs)	32 Manufacture of ceramics	tonne of CO2 equ.	0	2008"
"Austria	AT	1.1 Freely allocated allowances	34 Production or processing of gypsum or plasterboard	tonne of CO2 equ.	56097	2019"
"Austria	AT	1.1.1 Free allocation to existing entities (Art. 10a(1))	34 Production or processing of gypsum or plasterboard	tonne of CO2 equ.	58821	2016"
"Austria	AT	4.3 Surrendered emission reduction units (ERUs)	34 Production or processing of gypsum or plasterboard	tonne of CO2 equ.	0	2009"
"Austria	AT	1.1 Freely allocated allowances	35 Production of pulp	tonne of CO2 equ.	536475	2016"
"Austria	AT	1.1 Freely allocated allowances	35 Production of pulp	tonne of CO2 equ.	499610	2019"
"Austria	AT	2. Verified emissions	35 Production of pulp	tonne of CO2 equ.	440127	2019"
"Austria	AT	4.3 Surrendered emission reduction units (ERUs)	35 Production of pulp	tonne of CO2 equ.	0	2009"
"Austria	AT	1.1 Freely allocated allowances	36 Production of paper or cardboard	tonne of CO2 equ.	1546871	2012"
"Austria	AT	1.1.1 Free allocation to existing entities (Art. 10a(1))	36 Production of paper or cardboard	tonne of CO2 equ.	1548030	2011"
"Austria	AT	1.1.3 Free allocation for modernisation of electricity generation (Art. 10c)	36 Production of paper or cardboard	tonne of CO2 equ.	0	2017"
"Austria	AT	1.1.3 Free allocation for modernisation of electricity generation (Art. 10c)	36 Production of paper or cardboard	tonne of CO2 equ.	0	2018"
"Slovakia	SK	2. Verified emissions	29 Production of cement clinker	tonne of CO2 equ.	14130575	Total 3rd trading period (13-20)"
"Slovakia	SK	1.1.3 Free allocation for modernisation of electricity generation (Art. 10c)	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	0	Total 3rd trading period (13-20)"
"Austria	AT	1.1 Freely allocated allowances	31 Manufacture of glass	tonne of CO2 equ.	646428	Total 1st trading period (05-07)"
"Austria	AT	4.1 Surrendered EU allowances (EUAs and EUAAs)	36 Production of paper or cardboard	tonne of CO2 equ.	4458269	Total 1st trading period (05-07)"
"Austria	AT	2. Verified emissions	38 Production of nitric acid	tonne of CO2 equ.	0	Total 1st trading period (05-07)"
"Austria	AT	4.2 Surrendered certified emission reductions (CERs)	41 Production of ammonia	tonne of CO2 equ.	0	Total 1st trading period (05-07)"
"Belgium	BE	4.1 Surrendered EU allowances (EUAs and EUAAs)	22  Production of coke	tonne of CO2 equ.	373493	Total 1st trading period (05-07)"
"Belgium	BE	1.1 Freely allocated allowances	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	11514536	Total 1st trading period (05-07)"
"Belgium	BE	4. Total surrendered units	31 Manufacture of glass	tonne of CO2 equ.	3866086	Total 1st trading period (05-07)"
"Belgium	BE	2. Verified emissions	32 Manufacture of ceramics	tonne of CO2 equ.	1945908	Total 1st trading period (05-07)"
"Belgium	BE	4.1 Surrendered EU allowances (EUAs and EUAAs)	43 Production of hydrogen and synthesis gas	tonne of CO2 equ.	0	Total 1st trading period (05-07)"
"Bulgaria	BG	1.2 Correction to freely allocated allowances (not reflected in EUTL)	10 Aviation	tonne of CO2 equ.	0	Total 1st trading period (05-07)"
"Bulgaria	BG	4.3 Surrendered emission reduction units (ERUs)	21  Refining of mineral oil	tonne of CO2 equ.	0	Total 1st trading period (05-07)"
"Bulgaria	BG	2. Verified emissions	24  Production of pig iron or steel	tonne of CO2 equ.	174513	Total 1st trading period (05-07)"
"Bulgaria	BG	4.1 Surrendered EU allowances (EUAs and EUAAs)	24  Production of pig iron or steel	tonne of CO2 equ.	0	Total 1st trading period (05-07)"
"Bulgaria	BG	4.1 Surrendered EU allowances (EUAs and EUAAs)	25 Production or processing of ferrous metals	tonne of CO2 equ.	0	Total 1st trading period (05-07)"
"Bulgaria	BG	4.2 Surrendered certified emission reductions (CERs)	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	0	Total 1st trading period (05-07)"
"Bulgaria	BG	4.3 Surrendered emission reduction units (ERUs)	34 Production or processing of gypsum or plasterboard	tonne of CO2 equ.	0	Total 1st trading period (05-07)"
"Bulgaria	BG	4.3 Surrendered emission reduction units (ERUs)	35 Production of pulp	tonne of CO2 equ.	0	Total 1st trading period (05-07)"
"Cyprus	CY	4.1 Surrendered EU allowances (EUAs and EUAAs)	10 Aviation	tonne of CO2 equ.	0	Total 1st trading period (05-07)"
"Cyprus	CY	1.2 Correction to freely allocated allowances (not reflected in EUTL)	20-99 All stationary installations	tonne of CO2 equ.	0	Total 1st trading period (05-07)"
"Cyprus	CY	4.2 Surrendered certified emission reductions (CERs)	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	0	Total 1st trading period (05-07)"
"Cyprus	CY	4.1 Surrendered EU allowances (EUAs and EUAAs)	29 Production of cement clinker	tonne of CO2 equ.	4412425	Total 1st trading period (05-07)"
"Cyprus	CY	4. Total surrendered units	32 Manufacture of ceramics	tonne of CO2 equ.	394998	Total 1st trading period (05-07)"
"Czechia	CZ	1.1.1 Free allocation to existing entities (Art. 10a(1))	20 Combustion of fuels	tonne of CO2 equ.	223238580	Total 1st trading period (05-07)"
"Czechia	CZ	4.1 Surrendered EU allowances (EUAs and EUAAs)	20 Combustion of fuels	tonne of CO2 equ.	198164057	Total 1st trading period (05-07)"
"Czechia	CZ	1. Total allocated allowances (EUA or EUAA)	20-99 All stationary installations	tonne of CO2 equ.	290759913	Total 1st trading period (05-07)"
"Czechia	CZ	4.1 Surrendered EU allowances (EUAs and EUAAs)	20-99 All stationary installations	tonne of CO2 equ.	253916735	Total 1st trading period (05-07)"
"Czechia	CZ	2. Verified emissions	26 Production of primary aluminium	tonne of CO2 equ.	7118	Total 1st trading period (05-07)"
"Czechia	CZ	2. Verified emissions	29 Production of cement clinker	tonne of CO2 equ.	8568169	Total 1st trading period (05-07)"
"Czechia	CZ	4.2 Surrendered certified emission reductions (CERs)	36 Production of paper or cardboard	tonne of CO2 equ.	0	Total 1st trading period (05-07)"
"Czechia	CZ	4.3 Surrendered emission reduction units (ERUs)	36 Production of paper or cardboard	tonne of CO2 equ.	0	Total 1st trading period (05-07)"
"Germany	DE	4.3 Surrendered emission reduction units (ERUs)	10 Aviation	tonne of CO2 equ.	0	Total 1st trading period (05-07)"
"Germany	DE	1.1.1 Free allocation to existing entities (Art. 10a(1))	26 Production of primary aluminium	tonne of CO2 equ.	56712	Total 1st trading period (05-07)"
"Germany	DE	4.2 Surrendered certified emission reductions (CERs)	28 Production or processing of non-ferrous metals	tonne of CO2 equ.	0	Total 1st trading period (05-07)"
"Germany	DE	1.1.1 Free allocation to existing entities (Art. 10a(1))	29 Production of cement clinker	tonne of CO2 equ.	70267939	Total 1st trading period (05-07)"
"Germany	DE	1.1 Freely allocated allowances	31 Manufacture of glass	tonne of CO2 equ.	13971006	Total 1st trading period (05-07)"
"Germany	DE	4.1 Surrendered EU allowances (EUAs and EUAAs)	38 Production of nitric acid	tonne of CO2 equ.	0	Total 1st trading period (05-07)"
"Germany	DE	4.2 Surrendered certified emission reductions (CERs)	41 Production of ammonia	tonne of CO2 equ.	0	Total 1st trading period (05-07)"
"Germany	DE	4.3 Surrendered emission reduction units (ERUs)	46 Transport of greenhouse gases under Directive 2009/31/EC	tonne of CO2 equ.	0	Total 1st trading period (05-07)"
"Denmark	DK	4.2 Surrendered certified emission reductions (CERs)	20 Combustion of fuels	tonne of CO2 equ.	0	Total 1st trading period (05-07)"
"France	FR	1.1.1 Free allocation to existing entities (Art. 10a(1))	36 Production of paper or cardboard	tonne of CO2 equ.	1005512	2008"
"France	FR	1.1.1 Free allocation to existing entities (Art. 10a(1))	36 Production of paper or cardboard	tonne of CO2 equ.	409731	2016"
"France	FR	2. Verified emissions	36 Production of paper or cardboard	tonne of CO2 equ.	1005667	2005"
"France	FR	4.3 Surrendered emission reduction units (ERUs)	36 Production of paper or cardboard	tonne of CO2 equ.	0	2008"
"France	FR	1.1 Freely allocated allowances	37 Production of carbon black	tonne of CO2 equ.	346461	2006"
"France	FR	1.1.1 Free allocation to existing entities (Art. 10a(1))	37 Production of carbon black	tonne of CO2 equ.	346464	2007"
"France	FR	1.1.1 Free allocation to existing entities (Art. 10a(1))	37 Production of carbon black	tonne of CO2 equ.	317486	2016"
"France	FR	2. Verified emissions	37 Production of carbon black	tonne of CO2 equ.	268453	2005"
"France	FR	4.3 Surrendered emission reduction units (ERUs)	37 Production of carbon black	tonne of CO2 equ.	0	2007"
"France	FR	4.3 Surrendered emission reduction units (ERUs)	37 Production of carbon black	tonne of CO2 equ.	0	2008"
"France	FR	4. Total surrendered units	38 Production of nitric acid	tonne of CO2 equ.	407296	2016"
"France	FR	4. Total surrendered units	38 Production of nitric acid	tonne of CO2 equ.	400673	2019"
"France	FR	4.1 Surrendered EU allowances (EUAs and EUAAs)	38 Production of nitric acid	tonne of CO2 equ.	0	2005"
"France	FR	1.1.1 Free allocation to existing entities (Art. 10a(1))	41 Production of ammonia	tonne of CO2 equ.	1531096	2017"
"France	FR	1.1.1 Free allocation to existing entities (Art. 10a(1))	41 Production of ammonia	tonne of CO2 equ.	1214084	2018"
"France	FR	1.1.3 Free allocation for modernisation of electricity generation (Art. 10c)	41 Production of ammonia	tonne of CO2 equ.	0	2013"
